"FareType","originX","originY","destX","destY","MaxWait","MaxCost"
"default",20,21,16,40,223.4687640853163,100
"default",30,23,40,23,103.61859247467811,50
"default",10,14,12,20,79.40946443454155,30
"default",23,36,10,38,154.53709753181286,70
"default",25,34,39,29,151.03061480982123,70
"default",41,13,21,11,215.9668108386856,100
"default",28,28,48,1,352.5173191387164,170
"default",33,18,20,12,146.0714113465662,70
"default",10,29,10,38,95.1297787679442,40
"default",12,34,15,20,149.74146667104327,70
"normal",20,24,27,27,23.771817811632623,33.06615924516588
"normal",30,15,24,26,24.79285325570625,87.02423395484328
"normal",10,20,27,24,51.901542940558585,87.3249825947333
"default",21,11,25,23,140.61702753202988,60
"default",29,39,4,45,259.7716633825978,130
"default",35,40,44,44,104.92902450334212,50
"default",22,27,13,40,170.86879788575482,80
"default",30,18,40,37,228.68751085441505,110
"default",6,10,40,5,359.47111884786153,170
"default",4,4,4,10,67.60806035303226,30
"default",46,30,12,20,357.1314688622714,180
"rich",20,30,12,40,35.851436966826796,14.6422397581619
"default",19,38,21,28,109.51197124402741,50
"default",25,25,20,7,191.4410858908581,90
"normal",20,20,26,24,20.888707036922114,27.253734364765506
"default",22,18,30,43,267.8873560826676,130
"default",33,15,40,27,147.42994205907618,70
"default",22,40,14,20,217.384018611292,110
"default",28,18,43,30,216.00515953321494,100
"default",30,41,43,43,138.01335620526393,70
"default",18,32,20,11,221.90796854340596,110
"default",27,27,40,15,186.22433224644467,90
"normal",0,35,29,24,28.121686302273993,48.28756464267527
"default",20,14,24,29,161.6444718562666,80
"default",36,40,39,40,30.774759608625708,20
"default",46,46,20,10,455.45911882229603,220
"default",30,28,30,45,175.0089950826764,80
"default",30,26,10,12,250.09410063839277,120
"default",9,9,44,44,504.9161516371552,250
"default",20,28,15,44,178.42770195624703,80
"default",10,16,36,24,292.9178894130415,140
"default",22,33,47,15,317.0161077698754,150
"default",32,17,42,42,289.2207749706375,130
"rich",49,0,10,39,55.81527389337867,1.5168772839938227
"default",30,17,10,38,321.6164499141588,140
"default",19,24,17,20,52.64232107214792,20
"default",21,40,40,22,270.4576950578702,130
"default",19,31,39,29,218.3793442037186,100
"default",16,40,20,15,275.92265566102435,130
"default",24,26,24,23,50.35161845025373,20
"default",14,24,28,40,221.586019988615,110
"normal",20,20,26,24,28.14450525372937,38.28350517963136
"normal",15,40,25,24,22.425921851169043,99.54310860454335
"default",45,45,40,12,340.9402690133752,170
"default",35,15,43,10,99.54040437553279,50
"default",43,15,38,40,258.32771373249767,130
"default",12,10,22,26,192.18568774184348,90
"default",20,2,4,45,461.9952788510734,230
"default",12,37,5,35,85.76232054392696,40
"default",44,7,24,32,331.80002143775545,160
"hurry",40,40,20,0,0.28525011046661997,50
"default",25,24,20,26,74.91269770797987,30
"default",48,30,41,14,183.69975688726146,90
"default",42,30,28,32,143.7206252282665,70
"default",40,21,4,4,408.1629441163058,200
"default",27,19,40,29,166.06281014701543,80
"random",15,40,11,24,14.669558726073557,714.0835380697267
"default",2,35,38,27,377.41812163182135,180
"default",39,40,20,24,262.3848998001629,120
"default",6,43,19,40,144.1685490108356,70
"default",18,24,24,31,110.38795233975388,50
"default",24,27,40,8,250.09759700874721,120
"default",13,38,40,19,336.1807482471916,170
"default",30,46,40,16,331.8123171836748,160
"default",40,7,20,1,224.56090922030376,100
"default",44,8,21,24,285.1956760497483,140
"default",15,42,10,27,163.8387607477382,80
"default",21,19,45,45,365.36064746174173,180
"default",29,15,40,15,126.78233951294303,60
"default",16,24,40,14,279.7464836634258,130
"default",10,36,12,34,36.59637466837686,10
"default",30,23,43,10,189.83743028074454,90
"budget",24,35,0,0,482.0555859988391,848.7638069569177
"default",14,40,30,28,216.24022692588932,100
"default",48,1,23,14,294.66099094406485,140
"default",20,40,20,30,106.59605608711915,50
"default",15,48,26,40,139.6386749008291,70
"default",13,10,25,25,197.2715677796452,100
"default",14,10,39,29,319.28974583903147,160
"default",22,27,23,16,116.2245988012316,60
"default",30,42,27,27,169.7179025273665,80
"normal",20,10,25,25,28.156060916228096,28.16939813758833
"default",40,13,46,5,106.64275463681675,50
"budget",40,40,20,0,500.6077598721889,894.4271909999159
"default",46,4,20,1,269.19697073680595,130
"default",42,12,24,28,264.78324613315203,120
"default",8,35,23,40,163.84904101788047,80
"default",11,40,47,2,537.4879913183224,260
"default",20,26,30,26,121.0160623553755,50
"default",10,23,20,24,101.00786026133864,50
"rich",20,20,40,13,15.790118025827212,7.1978589109124655
"default",22,24,22,26,28.27527161437085,10
"default",10,17,15,49,325.52374056114724,160
"default",23,25,13,10,192.18411470319236,90
"default",28,32,24,30,50.824381357250125,20
"normal",10,35,29,24,31.132146704585214,43.474467189733176
"default",12,20,15,24,54.94313396710224,20
"default",39,29,15,45,290.79063445567357,140
"default",13,24,1,1,262.27557420450864,130
"normal",24,24,27,27,29.918102909620654,11.79642558468074
"budget",40,30,20,0,414.0984372683999,721.1102550927978
"default",33,18,34,20,34.41395488784273,10
"default",40,27,20,7,286.50489747156314,140
"default",44,15,16,24,317.02395949012345,150
"normal",24,24,24,26,39.48653200210403,10.752083268764121
"normal",15,40,23,25,22.408535896841116,111.53581332653117
"default",5,5,27,40,414.7003257328484,210
"default",10,27,24,26,148.5029641110662,70
"default",30,45,0,35,338.08053147482724,160
"normal",30,15,24,26,29.072157805261163,50.26448547176637
"rich",20,20,22,33,43.8157524436395,14.542633763219857
"default",25,24,10,17,175.93211887562427,80
"default",10,26,40,25,303.1942628393056,150
"default",10,28,21,29,120.91980869803142,60
"default",40,38,10,23,353.8397975409335,170
"budget",24,24,20,0,273.45528277032406,486.62100242385753
"default",17,32,15,43,125.657772989991,60
"default",43,10,1,10,421.85257803295656,210
"default",36,24,2,10,375.19609291566076,180
"default",41,41,40,37,44.176462320099915,20
"default",7,7,21,24,224.33909611415626,110
"default",20,40,49,49,311.7723918449173,150
"default",3,10,15,33,263.7662562115969,130
"default",10,19,1,1,221.48151715375155,100
"default",30,47,24,30,193.13409645750374,90
"budget",30,40,0,0,548.0433992796422,1000.0
"default",30,41,8,10,395.4915947368971,190
"rich",20,30,27,20,21.902297059549923,3.8020931047192787
"default",15,42,4,10,346.60955152918893,170
"default",4,35,28,15,316.9899954896355,160
"default",24,16,10,12,153.93654894266547,70
"default",23,23,40,5,260.9234597601709,120
"default",41,13,8,8,348.49894357692426,170
"rich",20,24,14,34,38.74688471309838,13.507054925090108
"default",20,7,30,17,157.31089296656853,70
"default",18,24,34,21,183.80611255466582,80
"normal",49,0,24,30,39.47479130865386,83.19083065642536
"default",19,38,29,31,133.53679799506796,60
"default",41,41,10,39,318.7401190910157,160
"default",29,16,21,28,150.63795467085737,70
"default",40,11,2,47,539.2931347072005,260
"default",47,2,40,12,130.35303576050293,60
"default",40,12,29,15,114.60578577135327,60
"normal",20,20,27,27,35.32293462731392,4.147546970742229
"default",27,19,10,10,199.88630598243603,100
"default",36,40,20,25,239.48570416851766,110
"default",10,23,15,41,189.79112869079904,90
"normal",40,15,25,25,43.493047001322886,116.3080796519943
"default",37,26,25,36,161.84756657901025,80
"default",35,15,24,29,187.21195764344054,90
"default",14,24,26,26,126.94651358002497,60
"default",1,48,46,4,631.734729676406,310
"default",40,10,20,23,241.35036418466,120
"default",19,10,42,42,396.1530543725894,200
"default",15,44,15,44,15.781094656420402,0
"default",24,25,43,15,220.51338621869422,110
"default",43,43,25,25,279.2798953415572,130
"default",21,24,43,15,239.02408998104025,120
"default",24,20,30,17,73.30490815013742,30
"default",22,17,20,17,22.24765784505644,10
"default",29,40,44,44,163.53862932100176,80
"budget",24,15,0,0,341.62112612199,566.0388679233962
"default",25,34,22,32,41.054701090271436,20
"default",23,16,10,11,143.4987950899348,70
"default",10,14,10,28,148.77171260246817,70
"default",45,30,20,40,273.3123086914607,130
"default",15,33,10,38,75.41916119312921,40
"default",34,40,42,30,135.63482162982177,60
"default",41,30,25,22,197.9606908391337,90
"default",24,18,40,31,213.2435762226489,100
"default",46,30,4,45,452.8810591334166,220
"default",23,24,37,26,145.61050996360095,70
"default",30,17,14,40,287.0243697875503,140
"default",31,15,30,29,152.32762759817155,70
"hurry",15,40,0,0,13.295755778665633,50
"default",19,24,20,1,234.86041954367423,120
"default",26,21,8,42,294.3948142452928,140
"default",25,40,40,34,164.7769879379122,80
"default",38,28,20,29,186.5907510112224,90
"default",12,10,19,38,301.6332684679913,140
"default",31,40,41,30,145.78558990178206,70
"default",15,43,40,39,256.0697637438296,130
"default",20,38,9,10,302.2525450852338,150
"random",10,10,17,39,13.654929275567032,331.1025911385932
"default",16,10,0,35,301.2116838459511,150
"default",12,37,19,31,112.57745161622864,50
"default",23,36,30,44,109.97612658497768,50
"default",22,17,10,38,252.322929903839,120
"default",28,15,29,39,257.8973084169917,120
"default",11,34,38,27,289.13376088079644,140
"default",10,15,46,46,507.6930016477768,240
"default",17,39,7,35,111.48699577176536,50
"default",20,17,16,39,224.8781523218035,110
"default",47,15,22,17,269.5231570146481,130
"default",34,20,40,21,73.79262691646127,30
"default",10,27,30,19,217.1496680682426,110
"default",30,29,30,20,113.59897503332326,40
"default",20,14,41,41,348.2339378737876,170
"default",8,8,27,15,207.58466664778123,100
"FareType","originX","originY","destX","destY","MaxWait","MaxCost"
"default",30,18,40,4,175.3913063372761,90
"default",11,20,41,30,332.7011553979893,160
"default",27,27,38,15,167.06185433296025,80
"budget",24,15,0,0,314.55561290858697,566.0388679233962
"default",30,29,40,2,288.93799931498285,140
"default",17,10,37,15,216.05445606708386,100
"default",39,40,8,8,453.22812563760465,220
"default",22,26,40,28,196.88885279564408,90
"default",6,6,30,28,328.28409039865136,160
"default",25,24,9,41,237.43518991924515,120
"hurry",10,10,0,0,6.976418415117863,50
"default",48,30,40,12,198.97203946014812,100
"default",36,15,24,22,159.89411234369118,70
"default",24,28,5,35,211.30591626562142,100
"default",11,40,40,14,399.3117127568736,190
"default",24,32,40,13,249.82742720249826,120
"default",32,17,26,26,141.86330371696187,50
"random",10,35,24,40,32.25375198455311,157.06182100811293
"default",10,12,49,15,393.9374770162599,200
"default",35,23,49,15,170.40332019446384,80
"default",14,34,16,10,243.30588341466736,120
"default",44,15,15,20,309.23835127141734,150
"default",40,35,22,13,289.910073147381,140
"default",30,41,15,33,178.15029835477546,80
"budget",49,0,0,0,521.5237801467052,980.0
"hurry",10,10,0,0,11.763790365793653,50
"rich",20,20,40,19,23.106140420655166,4.984404674506186
"budget",15,40,0,0,461.0370910576932,854.4003745317531
"default",20,17,43,30,274.4280999415238,130
"default",24,19,24,17,39.80073159218419,10
"default",41,30,13,20,300.20997775726335,150
"default",10,13,12,10,58.44972765293841,20
"default",22,32,27,32,64.16004594002135,20
"default",18,39,15,42,49.34389412069277,20
"budget",49,30,20,0,453.53988014205584,834.5058418010026
"default",10,30,43,43,375.8594981954664,180
"default",35,22,44,30,125.62259260869907,60
"normal",24,24,22,27,33.74583201718593,15.039857004896382
"normal",24,24,27,27,40.53596793733325,16.572902490133508
"default",38,15,10,28,311.3190184490409,150
"rich",20,30,25,25,22.81269431778133,4.636013106499196
"budget",30,49,0,0,626.9950254333382,1149.086593777858
"default",10,39,13,34,62.47232110792819,30
"default",4,10,20,29,252.43233623948302,120
"default",7,42,28,28,258.4686914012356,130
"default",43,43,10,14,441.80680005672616,220
"default",40,39,24,23,228.78717378579927,110
"default",25,40,26,26,144.1073532670678,70
"default",10,28,42,15,351.71170869459564,170
"default",46,46,40,5,436.51045711248423,210
"default",41,14,22,22,220.82854822166792,100
"budget",30,40,0,0,547.4113597279619,1000.0
"default",40,10,4,4,370.83658640918014,180
"default",22,32,20,11,213.08482970273732,110
"default",24,18,40,35,235.36590910989642,120
"default",26,21,14,39,233.16999350999126,110
"default",18,39,11,24,172.5833398630325,80
"rich",30,15,14,40,34.37647895924941,2.341212306567781
"default",40,21,40,32,111.58715500052617,60
"default",30,47,20,19,307.6544071583723,150
"default",20,25,10,31,118.24345852844894,60
"default",26,26,42,42,254.29379851308175,110
"default",42,42,20,5,438.83332322342306,220
"default",21,21,40,25,205.7562173135496,100
"default",10,19,40,8,325.3920925091084,160
"default",15,46,7,42,116.25712992925179,40
"default",22,37,24,20,177.8020445484814,90
"default",12,34,38,27,271.8911351077176,130
"hurry",40,15,20,0,46.179550412498074,50
"budget",40,30,20,0,405.2918532410236,721.1102550927978
"normal",24,35,30,26,17.19702329030742,25.929659236391252
"default",10,36,10,35,16.899184203537747,0
"normal",24,24,26,26,33.30277746869263,6.048612513444674
"default",32,15,40,1,184.39430651278107,80
"default",10,26,24,23,152.60927815110523,70
"default",30,19,49,0,272.2093193860053,130
"default",45,45,10,30,394.14669225095355,190
"default",24,31,15,24,128.8033835475352,60
"normal",24,24,27,27,37.11628084615658,26.728377488288142
"default",36,40,36,15,265.7949126888024,120
"default",40,31,24,18,207.26174271166482,100
"default",4,4,44,15,432.6444437289915,210
"default",37,40,36,24,171.66660629427093,80
"default",43,9,40,37,288.0803374970416,140
"default",5,10,7,7,48.92724210990269,20
"default",40,1,38,40,397.8439883972787,200
"default",10,13,32,17,227.97392527361006,110
"default",24,26,15,41,178.78639874061292,90
"default",40,3,46,46,443.16329729634907,220
"default",27,19,10,40,281.7400644766374,140
"default",10,17,40,16,305.12578602322515,150
"default",30,48,25,36,148.4633726552853,60
"default",38,40,42,42,51.52884358291616,20
"normal",24,35,25,24,41.74905270734019,90.56667887522731
"default",24,30,17,40,127.74973449076506,60
"default",42,15,21,19,217.47860433107178,110
"default",13,24,10,17,82.1488600461952,40
"default",31,40,11,36,208.8147433953501,100
"hurry",49,49,20,0,28.23733421134653,50
"default",19,38,36,24,222.24966064850108,110
"default",20,4,13,10,101.23840379359977,50
"default",7,10,44,30,427.244633277012,210
"rich",10,10,18,32,56.624644112141624,8.924684736766743
"default",40,5,18,39,409.5781785026105,200
"budget",20,0,0,0,238.50511019403154,400.0
"default",20,16,24,21,64.44574306191086,30
"default",7,7,6,35,293.6299600145243,140
"default",20,12,40,3,222.61002127502204,110
"rich",20,20,40,13,15.457180155058568,8.640635615126701
"default",47,15,29,31,246.26895311110917,120
"default",15,10,20,7,71.53853031144295,30
"default",33,40,19,31,176.71516425727978,80
"normal",30,15,28,28,18.507200358109486,48.973451290485166
"default",21,19,42,11,228.04004562243077,110
"default",40,19,12,10,305.6722650917076,150
"normal",20,20,25,25,25.387212662728192,22.163674413136327
"default",25,15,26,21,74.48603416197385,30
"default",15,42,20,21,225.9798539693116,110
"default",11,10,26,37,317.22957056641883,150
"default",21,28,20,22,64.72155275064314,30
"default",34,21,30,47,279.99192852415877,130
"rich",10,10,14,40,17.808196980225453,2.6351556151412288
"default",34,20,40,6,162.18691891484912,80
"default",40,7,32,15,120.61540524775747,60
"normal",10,10,24,26,16.75760990140187,51.45288419465657
"default",25,15,45,6,221.03750529167732,110
"normal",24,24,24,30,39.01650634845946,24.200477348834113
"normal",30,15,26,24,3.8723684723931093,46.025779051211934
"default",41,41,24,23,253.82332197486346,120
"normal",24,24,24,26,33.93837023765495,2.2745080654000764
"normal",15,49,29,24,33.13398069620634,108.60594758636046
"default",28,24,16,40,202.20477896892078,100
"default",25,25,10,20,167.79573636661237,80
"rich",24,35,15,45,52.61200369183243,3.6378042537692017
"default",20,13,24,23,116.93552492035472,50
"default",20,15,40,15,207.57049715956018,100
"default",22,22,46,15,262.11860417915244,120
"default",40,6,42,42,390.81901146869166,180
"default",10,36,18,10,274.50328511829514,140
"default",30,43,21,31,154.5556324344486,80
"default",6,43,15,44,92.38027597828858,50
"default",14,24,24,30,119.65868380314218,60
"default",40,26,24,20,183.84148420058986,90
"default",16,20,46,4,342.5004856549204,170
"default",25,24,8,10,235.81317128244018,110
"default",24,28,20,29,47.957063814790864,20
"default",19,10,17,10,28.43898493517782,10
"default",44,8,27,27,261.39950606629156,130
"default",29,16,2,10,279.76019239345834,140
"default",10,32,6,43,119.85635744778314,60
"default",29,15,40,39,273.86653987340844,130
"default",30,20,30,19,30.28885791858618,0
"default",10,23,20,38,193.42968803271296,90
"default",40,28,27,40,184.9800734489974,90
"default",22,18,22,22,61.97692294810883,20
"default",12,20,27,27,173.4527241975851,80
"default",11,24,30,25,198.5964138834911,100
"default",28,15,10,24,206.72559587414042,100
"default",40,21,16,39,311.5481508268479,150
"default",15,46,39,29,301.5929853748488,150
"normal",49,15,26,26,34.71352093193886,120.96401168149342
"default",10,22,40,19,307.5013729363498,150
"hurry",10,20,20,0,8.473662167585097,50
"default",10,29,15,33,69.69139624513579,30
"default",20,38,10,33,122.53578852694535,60
"rich",20,20,40,13,28.690359585912553,2.598187606077932
"default",20,18,11,20,113.3468717480167,50
"default",20,26,14,24,74.64082937549077,30
"default",24,20,40,23,171.12759936586045,80
"default",10,39,15,33,89.36199583862201,40
"default",41,15,19,40,343.66343134604534,170
"default",15,43,20,20,244.46323630425442,120
"default",18,32,24,21,143.72725612966403,60
"default",20,2,40,18,283.64755554736684,130
"default",40,22,40,6,169.86431973368587,80
"default",42,11,3,10,397.14435379502703,200
"default",38,27,22,22,176.397800211322,80
"default",1,1,48,1,481.67166714923724,240
"default",3,35,20,1,389.919584573986,190
"default",19,31,25,36,96.67108753249133,40
"normal",30,24,26,26,33.92230323037155,14.292736696033398
"default",22,27,46,46,339.5411583920568,150
"default",40,13,30,44,328.25498773592057,160
"opportune",40,15,24,26,68.86140196096582,550.7297331242181
"default",20,1,26,26,263.6110730741633,130
"normal",20,24,28,28,24.967280337080666,18.625119851197258
"default",27,20,7,7,245.09237995955158,120
"default",26,37,23,23,152.92679897518983,70
"default",25,36,10,22,233.32748039481658,100
"default",20,3,41,15,243.73579479779085,120
"hurry",40,40,20,0,38.90690913309791,50
"budget",24,15,0,0,335.94566742607947,566.0388679233962
"default",27,38,49,49,248.24680992220888,120
"default",21,19,40,15,198.31361457343,100
"default",5,5,43,9,389.01490475155447,190
"default",1,35,21,37,210.24186302554568,100
"budget",24,24,20,0,276.3006372146038,486.62100242385753
"default",40,16,40,23,76.93585302795877,40
"default",46,5,10,35,470.2526840908841,230
"default",17,24,38,27,218.02930126181732,110
"default",40,38,19,40,212.5206561723653,110
"default",8,35,30,23,256.01248193456297,130
"normal",24,35,26,24,28.956884196653608,52.52819455291918
"default",24,31,29,29,63.692259100235475,30
"default",27,19,34,20,73.36370505847668,40
"default",26,33,10,35,172.46289055711424,80
"normal",40,15,27,27,19.534047203053028,27.720177715474378
"default",43,43,22,17,343.1095067579895,170
"default",18,40,11,10,327.59156879900775,150
"default",16,33,15,41,94.5749769938081,40
"default",20,6,37,26,262.878589046831,130
"default",20,27,5,10,243.7773900915949,110
"default",35,40,20,22,245.16894750922128,120
"default",18,39,25,34,99.26817423586543,40
"default",21,37,29,39,94.10846553561899,40
"budget",30,15,0,0,389.2665556385781,670.8203932499368
"default",30,25,28,38,139.6049074108412,70
"default",12,20,1,48,316.42912759566616,150
"normal",40,15,25,25,16.52385427803962,26.20097186080445
"default",10,14,19,10,106.09302645406625,50
"default",10,25,24,30,163.16674149477268,70
"default",13,34,20,6,297.44585285793033,140
"budget",24,35,0,0,464.622499001775,848.7638069569177
"normal",40,15,27,27,27.851800320181646,72.7952300861208
"default",25,15,40,7,186.1134765648172,80
"default",40,18,20,10,219.33322672903887,110
"default",27,24,15,42,226.72617797478037,110
"rich",20,20,22,33,45.00598995095151,6.057160472750472
"default",20,23,2,47,304.3029951457359,150
"rich",20,30,25,24,29.628488433948114,1.2222021580143798
"default",24,30,40,7,282.5880940424818,140
"default",30,16,25,24,107.6441376569081,50
"default",40,25,40,30,53.82255978748339,20
"default",41,14,40,24,104.64179128990735,50
"default",31,16,10,16,214.35534880640074,100
"default",33,19,44,15,125.88333764640278,60
"default",29,40,14,39,176.96701262650996,80
"default",25,34,22,18,166.67453736827812,80
"default",38,28,41,41,139.50902500510267,70
"default",9,41,30,20,299.9997753249055,150
"default",30,27,40,17,146.04304978285674,70
"default",24,32,10,30,143.87703453458371,70
"default",22,18,27,27,112.20041510665844,50
"default",3,10,19,31,267.85938907386424,130
"default",40,31,39,29,29.005273838948412,10
"default",40,37,28,32,136.7286488168722,60
"default",5,35,24,25,223.14959632080408,110
"default",24,31,26,21,106.18216387041748,50
"normal",40,15,27,24,28.95145061726186,79.36513645219085
"default",6,35,13,20,169.94998196102117,80
"default",47,3,39,40,382.13730661330555,190
"default",23,34,34,20,183.5871833338192,90
"default",29,29,24,34,77.36452400758897,40
"default",39,29,15,24,247.30938180619643,120
"default",40,32,40,5,286.64756001077313,140
"default",13,38,20,26,146.36208386389276,70
"random",0,35,29,39,25.101863928843947,285.6834768436105
"default",44,7,9,9,362.3853317503501,180
"default",15,42,26,33,156.9921640428925,70
"default",47,30,17,24,321.23215689750714,150
"default",5,44,26,21,341.6300340284012,160
"default",22,33,10,40,158.094038297894,70
"rich",10,35,40,19,58.719640248576944,6.285774033392316
"default",40,12,26,15,146.40707015428762,70
"default",15,47,33,15,371.27947366780415,180
"default",40,31,27,20,175.63828296701152,90
"default",10,38,22,32,142.16590018318416,70
"default",37,25,6,43,378.6363087862822,180
"default",47,2,24,40,457.673985921354,220
"default",33,40,16,39,176.34753881465605,90
"normal",0,35,24,26,40.91440800874773,93.67175921766967
"default",30,41,15,10,355.3230220232161,170
"budget",49,30,20,0,464.2759647077017,834.5058418010026
"default",45,45,10,32,382.91821241080066,190
"default",37,40,24,34,162.86769855270728,70
"default",22,32,26,37,77.20718592707344,30
"rich",10,35,40,20,59.99159605093457,9.65838843805141
"normal",15,40,26,26,47.122690104346596,59.41157869997713
"default",40,6,43,10,59.35805671369195,20
"default",40,5,13,20,310.770769921674,150
"hurry",40,15,20,0,43.51629865139108,50
"rich",10,20,26,21,25.036707942373983,7.514921689771676
"default",24,40,43,30,223.48248726669516,110
"default",6,6,30,27,335.12996684728535,160
"rich",10,10,16,39,30.476179650699947,10.00815807066094
"default",19,20,42,30,253.6907621826827,130
"rich",10,10,22,22,57.94519559536582,4.828036815190004
"default",44,8,23,24,272.26967843906857,130
"default",15,24,4,4,236.3979271947044,110
"default",10,18,40,7,323.2484422146484,160
"default",10,16,27,40,303.7182816067964,150
"default",7,7,15,48,423.2584129756125,210
"default",40,24,23,36,208.52401727538128,100
"default",20,5,4,4,161.49499664523003,80
"default",4,4,40,23,416.81852879141377,200
"normal",30,24,27,27,22.362648548329965,4.3277746978166425
"default",36,24,33,15,105.2089920743828,50
"default",5,10,10,37,286.35704648017963,140
"default",20,14,28,17,90.33055922834336,40
"default",23,23,30,17,95.56418805494059,50
"default",4,35,9,9,269.9168502883639,130
"default",13,24,30,15,199.57578537002078,100
"normal",30,24,23,25,36.153201622380905,22.280816508285344
"default",18,20,40,39,306.7949150201455,150
"budget",24,24,20,0,293.6366674922642,486.62100242385753
"default",48,1,29,39,430.14875075597695,210
"default",14,39,20,29,126.0975886618777,60
"default",33,19,22,22,116.09306070295105,60
"default",45,15,22,17,235.78707934207688,120
"default",17,24,10,22,80.42969705987714,40
"default",40,29,10,29,311.2605863433123,150
"budget",15,40,0,0,471.91029050387107,854.4003745317531
"default",7,42,15,49,113.69933844211893,50
"default",24,19,30,22,70.52729063117614,30
"default",13,40,20,10,310.5485312697979,150
"default",26,33,5,10,321.9310327070526,160
"default",22,40,29,15,263.5856421226967,130
"default",20,29,10,35,120.26317664165339,60
"budget",40,15,20,0,301.78166174820495,500.0
"budget",30,40,0,0,571.612018243394,1000.0
"default",34,15,33,18,44.57117163714946,20
"default",25,24,3,46,331.5728781853593,160
"normal",20,30,30,26,23.19418573920894,35.06026777398871
"normal",10,40,25,25,33.49410447804612,23.758905424218263
"default",20,16,21,19,34.12745539897634,20
"default",2,10,20,8,194.84021244038115,90
"default",24,20,40,14,180.56383509742568,90
"default",30,27,7,35,262.62584589789833,120
"default",13,34,18,24,114.95048967288874,60
"default",41,30,20,14,280.58622910364016,130
"budget",30,30,20,0,387.4978101745563,632.4555320336758
"default",11,40,40,25,338.57194886573257,160
"default",40,8,8,42,482.60725860591356,230
"default",30,47,40,35,171.33484149773034,80
"default",29,29,24,32,64.79975108722697,30
"default",27,24,40,3,258.3856500579394,120
"default",21,19,18,10,96.6205234742226,50
"default",22,22,20,17,58.70774588786428,30
"default",1,48,35,15,484.01713499060764,240
"default",14,40,34,21,288.1438443819427,140
"default",41,14,46,46,338.74311724677113,160
"default",24,17,40,18,167.55491530631264,80
"default",10,22,40,9,337.32428085544205,160
"default",24,16,3,46,383.53875658503426,180
"default",22,27,8,10,240.6261487354409,110
"default",21,31,40,24,214.49395442455415,100
"default",12,20,20,6,173.6736772670061,80
"default",35,15,30,44,304.98894554499884,150
"default",10,37,37,15,364.72082320295175,170
"opportune",10,35,22,24,6.057568131568235,381.96880315154704
"default",10,26,23,14,190.75129882668105,90
"default",22,12,19,38,269.302849555477,130
"default",42,12,20,27,267.51287505697036,130
"default",10,38,15,49,129.57932291726786,60
"default",17,39,30,43,147.45530134042986,70
"normal",10,40,28,28,28.115643166995348,18.50086897596133
"default",10,12,32,15,231.872082600853,110
"default",16,10,20,40,314.05800952896016,150
"default",19,38,10,34,106.03294551602457,50
"default",36,15,38,40,260.9912828399604,130
"default",40,11,20,3,237.17995478595057,110
"default",20,6,24,24,199.54879289920132,90
"normal",49,49,22,22,26.601863052599665,263.9347471813381
"default",40,28,19,40,249.42827072776996,120
"default",40,39,40,40,10.828964758181051,0
"default",46,15,15,46,440.65138629653245,220
"default",10,39,10,25,167.81609484060039,70
"default",10,14,26,24,192.62100833734846,90
"default",2,2,10,21,223.6301627010672,100
"normal",10,40,27,27,18.41398165290694,49.65716078435678
"default",10,32,36,15,317.7489937669588,160
"default",20,27,20,27,0.5796027034912524,0
"default",21,37,29,24,175.6774288189308,80
"default",40,21,19,38,278.23586475159556,140
"default",20,40,27,40,78.2932324294584,40
"default",29,29,44,8,270.0637171759787,130
"default",28,17,17,24,135.71848349907432,70
"default",40,19,43,10,97.40857487665171,50
"budget",40,30,20,0,439.04666742297144,721.1102550927978
"default",9,9,21,11,137.21081460277207,60
"default",31,40,13,34,191.50425471193546,90
"default",29,31,40,11,231.04418491767,110
"default",32,15,23,25,143.93410853865998,70
"default",17,32,16,33,19.02061265072939,10
"default",20,2,12,10,124.13362240679245,60
"normal",20,24,24,26,33.119100529313485,1.7966536246658282
"default",44,30,30,41,204.89119720770339,90
"rich",0,10,40,10,39.87245366151271,4.181127213870235
"default",15,24,20,26,64.93137129961508,30
"default",40,32,12,10,363.94483084693167,180
"default",14,10,40,11,266.7340183296125,130
"default",20,12,17,24,125.99841743838952,60
"default",12,34,32,17,270.0902977383655,130
"random",10,24,16,20,31.488429339385178,168.43609391456462
"default",20,11,15,45,349.12224165853263,170
"default",2,47,11,40,128.5237713602967,60
"default",41,15,44,7,100.29102050806722,40
"default",40,16,20,21,207.0566163705744,100
"default",14,20,15,49,296.35176342253175,150
"default",40,2,19,20,289.04176647015464,140
"normal",49,15,28,24,25.464015529527618,80.10587303269003
"default",46,46,13,34,367.35299587725063,180
"rich",20,20,15,45,48.60375269312605,5.842577508434317
"hurry",24,24,20,0,29.8571126949529,50
"default",20,26,22,33,73.25787731005232,40
"budget",24,35,0,0,503.1468415367713,848.7638069569177
"default",19,24,30,25,128.7419999020312,60
"default",10,34,40,34,301.1759411715693,150
"default",30,18,20,6,162.31727262652907,80
"default",20,19,21,37,197.00617467074704,90
"default",19,40,43,30,273.7408656707066,130
"default",30,22,23,40,195.66243903642925,100
"default",30,48,22,37,141.97344440988263,70
"default",24,20,0,49,384.4780675856081,190
"default",17,24,20,20,56.22215202376112,20
"default",22,24,15,40,182.83689653284884,90
"default",19,31,15,45,151.70471441451318,70
"default",26,24,16,40,189.79712205087583,90
"default",22,40,23,25,154.7476222188482,80
"default",11,36,18,40,87.2339510877289,40
